year,geography,geography_type,indicator,value,value_type,demographics,demographic_type,included
2013,Bedford,County,Outpatient Visits Involving Heroin Overdose,0,Rate,,,No
2013,Bedford,County,Inpatient Stays Involving All Opioid Overdose Excluding Heroin,22,Rate,,,No
2013,Bedford,County,Outpatient Visits Involving All Opioid Overdose Excluding Heroin,,Rate,,,No
2013,Bedford,County,Inpatient Stays Involving All Drug Overdose,151,Rate,,,No
2013,Bedford,County,Outpatient Visits Involving All Drug Overdose,247,Rate,,,No
2013,Bedford,County,Inpatient Stays Involving All Stimulant Overdose,,Rate,,,No
2013,Bedford,County,Outpatient Visits Involving All Stimulant Overdose,,Rate,,,No
2013,Benton,County,Inpatient Stays Involving Amphetamine Overdose (Including Methamphetamine),0,Count,,,No
2013,Benton,County,Outpatient Visits Involving Amphetamine Overdose (Including Methamphetamine),0,Count,,,No
2013,Benton,County,Inpatient Stays Involving Cocaine Overdose,0,Count,,,No
2013,Benton,County,Outpatient Visits Involving Cocaine Overdose,0,Count,,,No
2013,Benton,County,Inpatient Stays Involving Heroin Overdose,0,Count,,,No
2013,Benton,County,Outpatient Visits Involving Heroin Overdose,0,Count,,,No
2013,Benton,County,Inpatient Stays Involving All Opioid Overdose Excluding Heroin,8,Count,,,No
2013,Benton,County,Outpatient Visits Involving All Opioid Overdose Excluding Heroin,10,Count,,,No
2013,Benton,County,Inpatient Stays Involving All Drug Overdose,28,Count,,,No
2013,Benton,County,Outpatient Visits Involving All Drug Overdose,56,Count,,,No
2013,Benton,County,Inpatient Stays Involving All Stimulant Overdose,1,Count,,,No
2013,Benton,County,Outpatient Visits Involving All Stimulant Overdose,1,Count,,,No
2013,Benton,County,Inpatient Stays Involving Amphetamine Overdose (Including Methamphetamine),0,Rate,,,No
2013,Benton,County,Outpatient Visits Involving Amphetamine Overdose (Including Methamphetamine),0,Rate,,,No
2013,Benton,County,Inpatient Stays Involving Cocaine Overdose,0,Rate,,,No
2013,Benton,County,Outpatient Visits Involving Cocaine Overdose,0,Rate,,,No
2013,Benton,County,Inpatient Stays Involving Heroin Overdose,0,Rate,,,No
2013,Benton,County,Outpatient Visits Involving Heroin Overdose,0,Rate,,,No
2013,Benton,County,Inpatient Stays Involving All Opioid Overdose Excluding Heroin,,Rate,,,No
2013,Benton,County,Outpatient Visits Involving All Opioid Overdose Excluding Heroin,70,Rate,,,No
2013,Benton,County,Inpatient Stays Involving All Drug Overdose,176,Rate,,,No
2013,Benton,County,Outpatient Visits Involving All Drug Overdose,393,Rate,,,No
2013,Benton,County,Inpatient Stays Involving All Stimulant Overdose,,Rate,,,No
2013,Benton,County,Outpatient Visits Involving All Stimulant Overdose,,Rate,,,No
2013,Bledsoe,County,Inpatient Stays Involving Amphetamine Overdose (Including Methamphetamine),0,Count,,,No
2013,Bledsoe,County,Outpatient Visits Involving Amphetamine Overdose (Including Methamphetamine),0,Count,,,No
2013,Bledsoe,County,Inpatient Stays Involving Cocaine Overdose,0,Count,,,No
2013,Bledsoe,County,Outpatient Visits Involving Cocaine Overdose,0,Count,,,No
2013,Bledsoe,County,Inpatient Stays Involving Heroin Overdose,0,Count,,,No
2013,Bledsoe,County,Outpatient Visits Involving Heroin Overdose,0,Count,,,No
2013,Bledsoe,County,Inpatient Stays Involving All Opioid Overdose Excluding Heroin,6,Count,,,No
2013,Bledsoe,County,Outpatient Visits Involving All Opioid Overdose Excluding Heroin,1,Count,,,No
2013,Bledsoe,County,Inpatient Stays Involving All Drug Overdose,14,Count,,,No
2013,Bledsoe,County,Outpatient Visits Involving All Drug Overdose,42,Count,,,No
2013,Bledsoe,County,Inpatient Stays Involving All Stimulant Overdose,0,Count,,,No
2013,Bledsoe,County,Outpatient Visits Involving All Stimulant Overdose,0,Count,,,No
2013,Bledsoe,County,Inpatient Stays Involving Amphetamine Overdose (Including Methamphetamine),0,Rate,,,No
2013,Bledsoe,County,Outpatient Visits Involving Amphetamine Overdose (Including Methamphetamine),0,Rate,,,No
2013,Bledsoe,County,Inpatient Stays Involving Cocaine Overdose,0,Rate,,,No
2013,Bledsoe,County,Outpatient Visits Involving Cocaine Overdose,0,Rate,,,No
2013,Bledsoe,County,Inpatient Stays Involving Heroin Overdose,0,Rate,,,No
2013,Bledsoe,County,Outpatient Visits Involving Heroin Overdose,0,Rate,,,No
2013,Bledsoe,County,Inpatient Stays Involving All Opioid Overdose Excluding Heroin,,Rate,,,No
2013,Bledsoe,County,Outpatient Visits Involving All Opioid Overdose Excluding Heroin,,Rate,,,No
2013,Bledsoe,County,Inpatient Stays Involving All Drug Overdose,111,Rate,,,No
2013,Bledsoe,County,Outpatient Visits Involving All Drug Overdose,363,Rate,,,No
2013,Bledsoe,County,Inpatient Stays Involving All Stimulant Overdose,0,Rate,,,No
2013,Bledsoe,County,Outpatient Visits Involving All Stimulant Overdose,0,Rate,,,No
2013,Blount,County,Inpatient Stays Involving Amphetamine Overdose (Including Methamphetamine),0,Count,,,No
2013,Blount,County,Outpatient Visits Involving Amphetamine Overdose (Including Methamphetamine),0,Count,,,No
2013,Blount,County,Inpatient Stays Involving Cocaine Overdose,0,Count,,,No
2013,Blount,County,Outpatient Visits Involving Cocaine Overdose,0,Count,,,No
2013,Blount,County,Inpatient Stays Involving Heroin Overdose,0,Count,,,No
2013,Blount,County,Outpatient Visits Involving Heroin Overdose,1,Count,,,No
2013,Blount,County,Inpatient Stays Involving All Opioid Overdose Excluding Heroin,31,Count,,,No
2013,Blount,County,Outpatient Visits Involving All Opioid Overdose Excluding Heroin,20,Count,,,No
2013,Blount,County,Inpatient Stays Involving All Drug Overdose,115,Count,,,No
2013,Blount,County,Outpatient Visits Involving All Drug Overdose,235,Count,,,No
2013,Blount,County,Inpatient Stays Involving All Stimulant Overdose,2,Count,,,No
2013,Blount,County,Outpatient Visits Involving All Stimulant Overdose,11,Count,,,No
2013,Blount,County,Inpatient Stays Involving Amphetamine Overdose (Including Methamphetamine),0,Rate,,,No
2013,Blount,County,Outpatient Visits Involving Amphetamine Overdose (Including Methamphetamine),0,Rate,,,No
2013,Blount,County,Inpatient Stays Involving Cocaine Overdose,0,Rate,,,No
2013,Blount,County,Outpatient Visits Involving Cocaine Overdose,0,Rate,,,No
2013,Blount,County,Inpatient Stays Involving Heroin Overdose,0,Rate,,,No
2013,Blount,County,Outpatient Visits Involving Heroin Overdose,,Rate,,,No
2013,Blount,County,Inpatient Stays Involving All Opioid Overdose Excluding Heroin,23,Rate,,,No
2013,Blount,County,Outpatient Visits Involving All Opioid Overdose Excluding Heroin,17,Rate,,,No
2013,Blount,County,Inpatient Stays Involving All Drug Overdose,85,Rate,,,No
2013,Blount,County,Outpatient Visits Involving All Drug Overdose,208,Rate,,,No
2013,Blount,County,Inpatient Stays Involving All Stimulant Overdose,,Rate,,,No
2013,Blount,County,Outpatient Visits Involving All Stimulant Overdose,11,Rate,,,No
2013,Bradley,County,Inpatient Stays Involving Amphetamine Overdose (Including Methamphetamine),0,Count,,,No
2013,Bradley,County,Outpatient Visits Involving Amphetamine Overdose (Including Methamphetamine),0,Count,,,No
2013,Bradley,County,Inpatient Stays Involving Cocaine Overdose,0,Count,,,No
2013,Bradley,County,Outpatient Visits Involving Cocaine Overdose,0,Count,,,No
2013,Bradley,County,Inpatient Stays Involving Heroin Overdose,1,Count,,,No
2013,Bradley,County,Outpatient Visits Involving Heroin Overdose,0,Count,,,No
2013,Bradley,County,Inpatient Stays Involving All Opioid Overdose Excluding Heroin,29,Count,,,No
2013,Bradley,County,Outpatient Visits Involving All Opioid Overdose Excluding Heroin,21,Count,,,No
2013,Bradley,County,Inpatient Stays Involving All Drug Overdose,159,Count,,,No
2013,Bradley,County,Outpatient Visits Involving All Drug Overdose,235,Count,,,No
2013,Bradley,County,Inpatient Stays Involving All Stimulant Overdose,3,Count,,,No
2013,Bradley,County,Outpatient Visits Involving All Stimulant Overdose,10,Count,,,No
2013,Bradley,County,Inpatient Stays Involving Amphetamine Overdose (Including Methamphetamine),0,Rate,,,No
2013,Bradley,County,Outpatient Visits Involving Amphetamine Overdose (Including Methamphetamine),0,Rate,,,No
2013,Bradley,County,Inpatient Stays Involving Cocaine Overdose,0,Rate,,,No
2013,Bradley,County,Outpatient Visits Involving Cocaine Overdose,0,Rate,,,No
2013,Bradley,County,Inpatient Stays Involving Heroin Overdose,,Rate,,,No
2013,Bradley,County,Outpatient Visits Involving Heroin Overdose,0,Rate,,,No
2013,Bradley,County,Inpatient Stays Involving All Opioid Overdose Excluding Heroin,27,Rate,,,No
2013,Bradley,County,Outpatient Visits Involving All Opioid Overdose Excluding Heroin,20,Rate,,,No
2013,Bradley,County,Inpatient Stays Involving All Drug Overdose,152,Rate,,,No
2013,Bradley,County,Outpatient Visits Involving All Drug Overdose,240,Rate,,,No
2013,Bradley,County,Inpatient Stays Involving All Stimulant Overdose,,Rate,,,No
2013,Bradley,County,Outpatient Visits Involving All Stimulant Overdose,11,Rate,,,No
2013,Campbell,County,Inpatient Stays Involving Amphetamine Overdose (Including Methamphetamine),0,Count,,,No
2013,Campbell,County,Outpatient Visits Involving Amphetamine Overdose (Including Methamphetamine),0,Count,,,No
2013,Campbell,County,Inpatient Stays Involving Cocaine Overdose,0,Count,,,No
2013,Campbell,County,Outpatient Visits Involving Cocaine Overdose,0,Count,,,No
2013,Campbell,County,Inpatient Stays Involving Heroin Overdose,0,Count,,,No
2013,Campbell,County,Outpatient Visits Involving Heroin Overdose,0,Count,,,No
2013,Campbell,County,Inpatient Stays Involving All Opioid Overdose Excluding Heroin,19,Count,,,No
2013,Campbell,County,Outpatient Visits Involving All Opioid Overdose Excluding Heroin,11,Count,,,No
2013,Campbell,County,Inpatient Stays Involving All Drug Overdose,68,Count,,,No
2013,Campbell,County,Outpatient Visits Involving All Drug Overdose,90,Count,,,No
2013,Campbell,County,Inpatient Stays Involving All Stimulant Overdose,1,Count,,,No
2013,Campbell,County,Outpatient Visits Involving All Stimulant Overdose,2,Count,,,No
2013,Campbell,County,Inpatient Stays Involving Amphetamine Overdose (Including Methamphetamine),0,Rate,,,No
2013,Campbell,County,Outpatient Visits Involving Amphetamine Overdose (Including Methamphetamine),0,Rate,,,No
2013,Campbell,County,Inpatient Stays Involving Cocaine Overdose,0,Rate,,,No
2013,Campbell,County,Outpatient Visits Involving Cocaine Overdose,0,Rate,,,No
2013,Campbell,County,Inpatient Stays Involving Heroin Overdose,0,Rate,,,No
2013,Campbell,County,Outpatient Visits Involving Heroin Overdose,0,Rate,,,No
2013,Campbell,County,Inpatient Stays Involving All Opioid Overdose Excluding Heroin,41,Rate,,,No
2013,Campbell,County,Outpatient Visits Involving All Opioid Overdose Excluding Heroin,29,Rate,,,No
2013,Campbell,County,Inpatient Stays Involving All Drug Overdose,174,Rate,,,No
2013,Campbell,County,Outpatient Visits Involving All Drug Overdose,238,Rate,,,No
2013,Campbell,County,Inpatient Stays Involving All Stimulant Overdose,,Rate,,,No
2013,Campbell,County,Outpatient Visits Involving All Stimulant Overdose,,Rate,,,No
2013,Cannon,County,Inpatient Stays Involving Amphetamine Overdose (Including Methamphetamine),0,Count,,,No
2013,Cannon,County,Outpatient Visits Involving Amphetamine Overdose (Including Methamphetamine),0,Count,,,No
2013,Cannon,County,Inpatient Stays Involving Cocaine Overdose,0,Count,,,No
2013,Cannon,County,Outpatient Visits Involving Cocaine Overdose,0,Count,,,No
2013,Cannon,County,Inpatient Stays Involving Heroin Overdose,0,Count,,,No
2013,Cannon,County,Outpatient Visits Involving Heroin Overdose,0,Count,,,No
2013,Cannon,County,Inpatient Stays Involving All Opioid Overdose Excluding Heroin,6,Count,,,No
2013,Cannon,County,Outpatient Visits Involving All Opioid Overdose Excluding Heroin,9,Count,,,No
2013,Cannon,County,Inpatient Stays Involving All Drug Overdose,16,Count,,,No
2013,Cannon,County,Outpatient Visits Involving All Drug Overdose,41,Count,,,No
2013,Cannon,County,Inpatient Stays Involving All Stimulant Overdose,0,Count,,,No
2013,Cannon,County,Outpatient Visits Involving All Stimulant Overdose,1,Count,,,No
2013,Cannon,County,Inpatient Stays Involving Amphetamine Overdose (Including Methamphetamine),0,Rate,,,No
2013,Cannon,County,Outpatient Visits Involving Amphetamine Overdose (Including Methamphetamine),0,Rate,,,No
2013,Cannon,County,Inpatient Stays Involving Cocaine Overdose,0,Rate,,,No
2013,Cannon,County,Outpatient Visits Involving Cocaine Overdose,0,Rate,,,No
2013,Cannon,County,Inpatient Stays Involving Heroin Overdose,0,Rate,,,No
2013,Cannon,County,Outpatient Visits Involving Heroin Overdose,0,Rate,,,No
2013,Cannon,County,Inpatient Stays Involving All Opioid Overdose Excluding Heroin,,Rate,,,No
2013,Cannon,County,Outpatient Visits Involving All Opioid Overdose Excluding Heroin,,Rate,,,No
2013,Cannon,County,Inpatient Stays Involving All Drug Overdose,119,Rate,,,No
2013,Cannon,County,Outpatient Visits Involving All Drug Overdose,303,Rate,,,No
2013,Cannon,County,Inpatient Stays Involving All Stimulant Overdose,0,Rate,,,No
2013,Cannon,County,Outpatient Visits Involving All Stimulant Overdose,,Rate,,,No
2013,Carroll,County,Inpatient Stays Involving Amphetamine Overdose (Including Methamphetamine),0,Count,,,No
2013,Carroll,County,Outpatient Visits Involving Amphetamine Overdose (Including Methamphetamine),0,Count,,,No
2013,Carroll,County,Inpatient Stays Involving Cocaine Overdose,0,Count,,,No
2013,Carroll,County,Outpatient Visits Involving Cocaine Overdose,0,Count,,,No
2013,Carroll,County,Inpatient Stays Involving Heroin Overdose,0,Count,,,No
2013,Carroll,County,Outpatient Visits Involving Heroin Overdose,0,Count,,,No
2013,Carroll,County,Inpatient Stays Involving All Opioid Overdose Excluding Heroin,4,Count,,,No
2013,Carroll,County,Outpatient Visits Involving All Opioid Overdose Excluding Heroin,7,Count,,,No
2013,Carroll,County,Inpatient Stays Involving All Drug Overdose,21,Count,,,No
2013,Carroll,County,Outpatient Visits Involving All Drug Overdose,80,Count,,,No
2013,Carroll,County,Inpatient Stays Involving All Stimulant Overdose,0,Count,,,No
2013,Carroll,County,Outpatient Visits Involving All Stimulant Overdose,3,Count,,,No
2013,Carroll,County,Inpatient Stays Involving Amphetamine Overdose (Including Methamphetamine),0,Rate,,,No
2013,Carroll,County,Outpatient Visits Involving Amphetamine Overdose (Including Methamphetamine),0,Rate,,,No
2013,Carroll,County,Inpatient Stays Involving Cocaine Overdose,0,Rate,,,No
2013,Carroll,County,Outpatient Visits Involving Cocaine Overdose,0,Rate,,,No
2013,Carroll,County,Inpatient Stays Involving Heroin Overdose,0,Rate,,,No
2013,Carroll,County,Outpatient Visits Involving Heroin Overdose,0,Rate,,,No
2013,Carroll,County,Inpatient Stays Involving All Opioid Overdose Excluding Heroin,,Rate,,,No
2013,Carroll,County,Outpatient Visits Involving All Opioid Overdose Excluding Heroin,,Rate,,,No
2013,Carroll,County,Inpatient Stays Involving All Drug Overdose,70,Rate,,,No
2013,Carroll,County,Outpatient Visits Involving All Drug Overdose,282,Rate,,,No
2013,Carroll,County,Inpatient Stays Involving All Stimulant Overdose,0,Rate,,,No
2013,Carroll,County,Outpatient Visits Involving All Stimulant Overdose,,Rate,,,No
2013,Carter,County,Inpatient Stays Involving Amphetamine Overdose (Including Methamphetamine),0,Count,,,No
2013,Carter,County,Outpatient Visits Involving Amphetamine Overdose (Including Methamphetamine),0,Count,,,No
2013,Carter,County,Inpatient Stays Involving Cocaine Overdose,0,Count,,,No
2013,Carter,County,Outpatient Visits Involving Cocaine Overdose,0,Count,,,No
2013,Carter,County,Inpatient Stays Involving Heroin Overdose,0,Count,,,No
2013,Carter,County,Outpatient Visits Involving Heroin Overdose,0,Count,,,No
2013,Carter,County,Inpatient Stays Involving All Opioid Overdose Excluding Heroin,12,Count,,,No
2013,Carter,County,Outpatient Visits Involving All Opioid Overdose Excluding Heroin,8,Count,,,No
2013,Carter,County,Inpatient Stays Involving All Drug Overdose,101,Count,,,No
2013,Carter,County,Outpatient Visits Involving All Drug Overdose,138,Count,,,No
2013,Carter,County,Inpatient Stays Involving All Stimulant Overdose,7,Count,,,No
2013,Carter,County,Outpatient Visits Involving All Stimulant Overdose,8,Count,,,No
2013,Carter,County,Inpatient Stays Involving Amphetamine Overdose (Including Methamphetamine),0,Rate,,,No
2013,Carter,County,Outpatient Visits Involving Amphetamine Overdose (Including Methamphetamine),0,Rate,,,No
2013,Carter,County,Inpatient Stays Involving Cocaine Overdose,0,Rate,,,No
2013,Carter,County,Outpatient Visits Involving Cocaine Overdose,0,Rate,,,No
2013,Carter,County,Inpatient Stays Involving Heroin Overdose,0,Rate,,,No
2013,Carter,County,Outpatient Visits Involving Heroin Overdose,0,Rate,,,No
2013,Carter,County,Inpatient Stays Involving All Opioid Overdose Excluding Heroin,16,Rate,,,No
2013,Carter,County,Outpatient Visits Involving All Opioid Overdose Excluding Heroin,,Rate,,,No
2013,Carter,County,Inpatient Stays Involving All Drug Overdose,171,Rate,,,No
2013,Carter,County,Outpatient Visits Involving All Drug Overdose,262,Rate,,,No
2013,Carter,County,Inpatient Stays Involving All Stimulant Overdose,,Rate,,,No
2013,Carter,County,Outpatient Visits Involving All Stimulant Overdose,,Rate,,,No
2013,Chattanooga and Hamilton Metro,Region,Inpatient Stays Involving Amphetamine Overdose (Including Methamphetamine),0,Count,,,No
2013,Chattanooga and Hamilton Metro,Region,Outpatient Visits Involving Amphetamine Overdose (Including Methamphetamine),0,Count,,,No
2013,Chattanooga and Hamilton Metro,Region,Inpatient Stays Involving Cocaine Overdose,0,Count,,,No
2013,Chattanooga and Hamilton Metro,Region,Outpatient Visits Involving Cocaine Overdose,0,Count,,,No
2013,Chattanooga and Hamilton Metro,Region,Inpatient Stays Involving Heroin Overdose,6,Count,,,No
2013,Chattanooga and Hamilton Metro,Region,Outpatient Visits Involving Heroin Overdose,3,Count,,,No
2013,Chattanooga and Hamilton Metro,Region,Inpatient Stays Involving All Opioid Overdose Excluding Heroin,73,Count,,,No
2013,Chattanooga and Hamilton Metro,Region,Outpatient Visits Involving All Opioid Overdose Excluding Heroin,39,Count,,,No
2013,Chattanooga and Hamilton Metro,Region,Inpatient Stays Involving All Drug Overdose,375,Count,,,No
2013,Chattanooga and Hamilton Metro,Region,Outpatient Visits Involving All Drug Overdose,500,Count,,,No
2013,Chattanooga and Hamilton Metro,Region,Inpatient Stays Involving All Stimulant Overdose,25,Count,,,No
2013,Chattanooga and Hamilton Metro,Region,Outpatient Visits Involving All Stimulant Overdose,16,Count,,,No
2013,Chattanooga and Hamilton Metro,Region,Inpatient Stays Involving Amphetamine Overdose (Including Methamphetamine),0,Rate,,,No
2013,Chattanooga and Hamilton Metro,Region,Outpatient Visits Involving Amphetamine Overdose (Including Methamphetamine),0,Rate,,,No
2013,Chattanooga and Hamilton Metro,Region,Inpatient Stays Involving Cocaine Overdose,0,Rate,,,No
2013,Chattanooga and Hamilton Metro,Region,Outpatient Visits Involving Cocaine Overdose,0,Rate,,,No
2013,Chattanooga and Hamilton Metro,Region,Inpatient Stays Involving Heroin Overdose,,Rate,,,No
2013,Chattanooga and Hamilton Metro,Region,Outpatient Visits Involving Heroin Overdose,,Rate,,,No
2013,Chattanooga and Hamilton Metro,Region,Inpatient Stays Involving All Opioid Overdose Excluding Heroin,20,Rate,,,No
2013,Chattanooga and Hamilton Metro,Region,Outpatient Visits Involving All Opioid Overdose Excluding Heroin,11,Rate,,,No
2013,Chattanooga and Hamilton Metro,Region,Inpatient Stays Involving All Drug Overdose,105,Rate,,,No
2013,Chattanooga and Hamilton Metro,Region,Outpatient Visits Involving All Drug Overdose,147,Rate,,,No
2013,Chattanooga and Hamilton Metro,Region,Inpatient Stays Involving All Stimulant Overdose,7,Rate,,,No
2013,Chattanooga and Hamilton Metro,Region,Outpatient Visits Involving All Stimulant Overdose,5,Rate,,,No
2013,Cheatham,County,Inpatient Stays Involving Amphetamine Overdose (Including Methamphetamine),0,Count,,,No
2013,Cheatham,County,Outpatient Visits Involving Amphetamine Overdose (Including Methamphetamine),0,Count,,,No
2013,Cheatham,County,Inpatient Stays Involving Cocaine Overdose,0,Count,,,No
2013,Cheatham,County,Outpatient Visits Involving Cocaine Overdose,0,Count,,,No
2013,Cheatham,County,Inpatient Stays Involving Heroin Overdose,0,Count,,,No
2013,Cheatham,County,Outpatient Visits Involving Heroin Overdose,5,Count,,,No
2013,Cheatham,County,Inpatient Stays Involving All Opioid Overdose Excluding Heroin,15,Count,,,No
2013,Cheatham,County,Outpatient Visits Involving All Opioid Overdose Excluding Heroin,19,Count,,,No
2013,Cheatham,County,Inpatient Stays Involving All Drug Overdose,64,Count,,,No
2013,Cheatham,County,Outpatient Visits Involving All Drug Overdose,117,Count,,,No
2013,Cheatham,County,Inpatient Stays Involving All Stimulant Overdose,2,Count,,,No
2013,Cheatham,County,Outpatient Visits Involving All Stimulant Overdose,4,Count,,,No
2013,Cheatham,County,Inpatient Stays Involving Amphetamine Overdose (Including Methamphetamine),0,Rate,,,No
2013,Cheatham,County,Outpatient Visits Involving Amphetamine Overdose (Including Methamphetamine),0,Rate,,,No
2013,Cheatham,County,Inpatient Stays Involving Cocaine Overdose,0,Rate,,,No
2013,Cheatham,County,Outpatient Visits Involving Cocaine Overdose,0,Rate,,,No
2013,Cheatham,County,Inpatient Stays Involving Heroin Overdose,0,Rate,,,No
2013,Cheatham,County,Outpatient Visits Involving Heroin Overdose,,Rate,,,No
2013,Cheatham,County,Inpatient Stays Involving All Opioid Overdose Excluding Heroin,37,Rate,,,No
2013,Cheatham,County,Outpatient Visits Involving All Opioid Overdose Excluding Heroin,51,Rate,,,No
2013,Cheatham,County,Inpatient Stays Involving All Drug Overdose,157,Rate,,,No
2013,Cheatham,County,Outpatient Visits Involving All Drug Overdose,319,Rate,,,No
2013,Cheatham,County,Inpatient Stays Involving All Stimulant Overdose,,Rate,,,No
2013,Cheatham,County,Outpatient Visits Involving All Stimulant Overdose,,Rate,,,No
2013,Chester,County,Inpatient Stays Involving Amphetamine Overdose (Including Methamphetamine),0,Count,,,No
2013,Chester,County,Outpatient Visits Involving Amphetamine Overdose (Including Methamphetamine),0,Count,,,No
2013,Chester,County,Inpatient Stays Involving Cocaine Overdose,0,Count,,,No
2013,Chester,County,Outpatient Visits Involving Cocaine Overdose,0,Count,,,No
2013,Chester,County,Inpatient Stays Involving Heroin Overdose,0,Count,,,No
2013,Chester,County,Outpatient Visits Involving Heroin Overdose,0,Count,,,No
2013,Chester,County,Inpatient Stays Involving All Opioid Overdose Excluding Heroin,5,Count,,,No
2013,Chester,County,Outpatient Visits Involving All Opioid Overdose Excluding Heroin,2,Count,,,No
2013,Chester,County,Inpatient Stays Involving All Drug Overdose,16,Count,,,No
2013,Chester,County,Outpatient Visits Involving All Drug Overdose,29,Count,,,No
2013,Chester,County,Inpatient Stays Involving All Stimulant Overdose,0,Count,,,No
2013,Chester,County,Outpatient Visits Involving All Stimulant Overdose,1,Count,,,No
2013,Chester,County,Inpatient Stays Involving Amphetamine Overdose (Including Methamphetamine),0,Rate,,,No
2013,Chester,County,Outpatient Visits Involving Amphetamine Overdose (Including Methamphetamine),0,Rate,,,No
2013,Chester,County,Inpatient Stays Involving Cocaine Overdose,0,Rate,,,No
2013,Chester,County,Outpatient Visits Involving Cocaine Overdose,0,Rate,,,No
2013,Chester,County,Inpatient Stays Involving Heroin Overdose,0,Rate,,,No
2013,Chester,County,Outpatient Visits Involving Heroin Overdose,0,Rate,,,No
2013,Chester,County,Inpatient Stays Involving All Opioid Overdose Excluding Heroin,,Rate,,,No
2013,Chester,County,Outpatient Visits Involving All Opioid Overdose Excluding Heroin,,Rate,,,No
2013,Chester,County,Inpatient Stays Involving All Drug Overdose,94,Rate,,,No
2013,Chester,County,Outpatient Visits Involving All Drug Overdose,174,Rate,,,No
2013,Chester,County,Inpatient Stays Involving All Stimulant Overdose,0,Rate,,,No
2013,Chester,County,Outpatient Visits Involving All Stimulant Overdose,,Rate,,,No
2013,Claiborne,County,Inpatient Stays Involving Amphetamine Overdose (Including Methamphetamine),0,Count,,,No
2013,Claiborne,County,Outpatient Visits Involving Amphetamine Overdose (Including Methamphetamine),0,Count,,,No
